,value,temperature (degC),dewpoint_temperature (degC),relative_humidity (0-1),wind_speed (m/s),wind_direction (deg),total_cloud_cover (0-1),total_precipitation (mm of water equivalent)
2021-08-28 09:00:00+05:00,54.0,31.61,24.63,0.67,2.58,154.95,0.03,0.0
2021-08-28 10:00:00+05:00,56.0,35.22,23.61,0.51,1.63,164.81,0.03,0.0
2021-08-28 11:00:00+05:00,56.0,36.32,22.29,0.44,0.64,187.44,0.05,0.0
2021-08-28 12:00:00+05:00,81.0,36.86,22.0,0.42,0.58,259.23,0.12,0.0
2021-08-28 13:00:00+05:00,81.0,38.25,22.08,0.39,0.71,256.79,0.13,0.0
2021-08-28 14:00:00+05:00,70.0,38.57,21.88,0.38,0.8,248.38,0.17,0.0
2021-08-28 15:00:00+05:00,60.0,38.18,21.07,0.37,0.14,352.15,0.27,0.0
2021-08-28 16:00:00+05:00,69.0,37.99,20.75,0.37,0.25,271.08,0.24,0.03
2021-08-28 17:00:00+05:00,69.0,37.65,20.57,0.37,0.23,58.57,0.44,0.0
2021-08-28 18:00:00+05:00,60.0,37.16,19.48,0.36,1.11,86.16,0.43,0.0
2021-08-28 19:00:00+05:00,47.0,34.12,21.32,0.47,1.43,92.2,0.45,0.0
2021-08-28 20:00:00+05:00,36.0,33.27,22.45,0.53,2.14,89.42,0.2,0.0
2021-08-28 21:00:00+05:00,42.0,32.79,23.11,0.57,2.51,98.86,0.08,0.0
2021-08-28 22:00:00+05:00,59.0,31.5,23.51,0.63,2.6,104.48,0.13,0.0
2021-08-28 23:00:00+05:00,63.0,31.1,23.49,0.64,2.73,111.75,0.15,0.0
2021-08-29 00:00:00+05:00,62.0,30.83,23.6,0.65,2.75,118.7,0.17,0.0
2021-08-29 01:00:00+05:00,62.0,30.21,23.86,0.69,2.77,121.64,0.06,0.0
2021-08-29 02:00:00+05:00,54.0,30.08,24.2,0.71,2.74,122.94,0.11,0.0
2021-08-29 03:00:00+05:00,65.0,29.46,25.89,0.81,2.26,111.95,0.12,0.0
2021-08-29 04:00:00+05:00,65.0,29.28,26.21,0.84,2.67,105.54,0.09,0.0
2021-08-29 05:00:00+05:00,64.0,29.4,26.35,0.84,2.72,114.21,0.08,0.0
2021-08-29 06:00:00+05:00,64.0,29.19,26.26,0.84,3.14,104.69,0.17,0.04
2021-08-29 07:00:00+05:00,57.0,29.62,26.19,0.82,4.97,92.53,0.35,0.1
2021-08-29 08:00:00+05:00,64.0,29.73,26.22,0.81,4.88,104.89,0.25,0.0
2021-08-29 09:00:00+05:00,64.0,31.41,26.11,0.74,3.56,141.37,0.07,0.0
2021-08-29 10:00:00+05:00,70.0,34.78,25.35,0.58,2.34,164.09,0.09,0.0
2021-08-29 11:00:00+05:00,63.0,36.18,23.98,0.5,1.05,194.83,0.11,0.03
2021-08-29 12:00:00+05:00,63.0,37.04,23.58,0.46,0.69,253.84,0.13,0.01
2021-08-29 13:00:00+05:00,62.0,37.62,22.58,0.42,0.74,276.4,0.2,0.0
2021-08-29 14:00:00+05:00,71.0,37.84,22.74,0.42,0.68,290.82,0.2,0.0
2021-08-29 15:00:00+05:00,62.0,37.41,22.67,0.43,1.61,63.09,0.23,0.0
2021-08-29 16:00:00+05:00,62.0,36.8,22.05,0.43,2.19,79.37,0.17,0.07
2021-08-29 17:00:00+05:00,57.0,36.39,21.3,0.42,2.44,102.77,0.61,0.0
2021-08-29 18:00:00+05:00,42.0,34.85,21.28,0.45,2.06,103.21,0.5,0.46
2021-08-29 19:00:00+05:00,42.0,32.2,22.9,0.58,1.11,99.72,0.26,0.01
2021-08-29 20:00:00+05:00,48.0,30.79,23.22,0.64,0.96,74.67,0.18,0.0
2021-08-29 21:00:00+05:00,72.0,30.62,23.69,0.67,1.1,93.43,0.22,0.0
2021-08-29 22:00:00+05:00,50.0,29.44,24.14,0.73,1.57,127.23,0.31,0.0
2021-08-29 23:00:00+05:00,49.0,29.12,24.05,0.74,2.53,138.1,0.44,0.0
2021-08-30 00:00:00+05:00,47.0,29.2,24.32,0.75,3.09,139.93,0.47,0.0
2021-08-30 01:00:00+05:00,47.0,28.45,24.45,0.79,2.95,138.58,0.3,0.0
2021-08-30 02:00:00+05:00,44.0,28.34,24.43,0.79,2.71,133.03,0.11,0.0
2021-08-30 03:00:00+05:00,41.0,27.7,24.96,0.85,2.02,126.27,0.06,0.0
2021-08-30 04:00:00+05:00,42.0,27.6,25.07,0.86,2.36,111.45,0.05,0.0
2021-08-30 05:00:00+05:00,51.0,27.73,25.06,0.85,2.82,120.7,0.08,0.03
2021-08-30 06:00:00+05:00,52.0,28.11,25.25,0.85,3.12,129.37,0.08,0.05
2021-08-30 07:00:00+05:00,67.0,28.78,24.79,0.79,3.76,113.4,0.09,1.64
2021-08-30 08:00:00+05:00,67.0,27.14,24.61,0.86,5.06,91.42,0.18,3.27
2021-08-30 09:00:00+05:00,78.0,27.61,24.5,0.83,3.96,117.4,0.07,0.02
2021-08-30 10:00:00+05:00,78.0,32.2,25.42,0.67,2.9,129.9,0.23,0.0
2021-08-30 11:00:00+05:00,76.0,33.6,25.27,0.62,2.35,121.52,0.32,0.0
2021-08-30 12:00:00+05:00,79.0,34.16,25.14,0.59,2.07,106.59,0.32,0.01
2021-08-30 13:00:00+05:00,85.0,35.38,25.08,0.55,1.73,90.92,0.34,0.0
2021-08-30 14:00:00+05:00,85.0,35.72,24.84,0.54,1.74,65.23,0.29,0.0
2021-08-30 15:00:00+05:00,67.0,35.08,24.2,0.53,2.38,72.27,0.2,0.0
2021-08-30 16:00:00+05:00,64.0,34.76,23.73,0.53,2.76,64.17,0.31,0.0
2021-08-30 17:00:00+05:00,64.0,34.52,23.43,0.53,1.71,58.68,0.69,0.0
2021-08-30 18:00:00+05:00,66.0,34.08,22.8,0.52,1.3,61.87,0.35,0.0
2021-08-30 19:00:00+05:00,70.0,32.02,24.37,0.64,1.18,47.84,0.25,0.0
2021-08-30 20:00:00+05:00,76.0,30.84,24.89,0.71,1.07,105.71,0.17,0.0
2021-08-30 21:00:00+05:00,76.0,30.78,25.24,0.72,1.26,131.95,0.19,0.0
2021-08-30 22:00:00+05:00,72.0,29.52,24.71,0.75,1.85,135.5,0.08,0.0
2021-08-30 23:00:00+05:00,72.0,29.33,24.88,0.77,2.43,134.57,0.13,0.0
2021-08-31 00:00:00+05:00,70.0,29.1,24.9,0.78,2.75,131.98,0.11,0.0
2021-08-31 01:00:00+05:00,70.0,28.27,24.67,0.81,2.75,127.23,0.09,0.0
2021-08-31 02:00:00+05:00,99.0,27.93,24.69,0.83,2.79,121.77,0.07,0.0
2021-08-31 03:00:00+05:00,107.0,26.88,24.15,0.85,1.18,114.23,0.11,0.0
2021-08-31 04:00:00+05:00,52.0,26.73,24.25,0.86,1.1,90.99,0.1,0.0
2021-08-31 05:00:00+05:00,59.0,26.92,24.31,0.86,2.0,74.54,0.23,0.0
2021-08-31 06:00:00+05:00,46.0,26.66,24.19,0.86,2.81,52.49,0.77,0.0
2021-08-31 07:00:00+05:00,46.0,26.2,23.29,0.84,3.13,69.08,0.98,0.32
2021-08-31 08:00:00+05:00,32.0,26.39,23.27,0.83,3.41,101.48,0.79,0.11
2021-08-31 09:00:00+05:00,28.0,27.18,23.4,0.8,2.87,102.48,0.8,0.04
2021-08-31 10:00:00+05:00,33.0,30.54,23.76,0.67,2.59,104.61,0.67,0.04
2021-08-31 11:00:00+05:00,46.0,31.68,23.67,0.63,2.23,97.04,0.53,0.03
2021-08-31 12:00:00+05:00,46.0,32.52,23.56,0.59,1.94,86.85,0.4,0.02
2021-08-31 13:00:00+05:00,42.0,34.57,23.32,0.52,1.81,79.32,0.35,0.01
2021-08-31 14:00:00+05:00,51.0,34.77,23.12,0.51,1.63,68.08,0.27,0.0
2021-08-31 15:00:00+05:00,51.0,34.4,23.18,0.52,1.52,68.41,0.26,0.0
2021-08-31 16:00:00+05:00,51.0,34.39,23.0,0.52,1.88,59.62,0.05,0.02
2021-08-31 17:00:00+05:00,47.0,34.38,22.96,0.52,2.37,59.18,0.12,0.03
2021-08-31 18:00:00+05:00,47.0,33.46,22.64,0.53,2.27,68.67,0.14,0.0
2021-08-31 19:00:00+05:00,41.0,31.79,23.65,0.62,2.04,82.99,0.13,0.0
2021-08-31 20:00:00+05:00,51.0,30.86,24.4,0.69,2.42,99.2,0.09,0.0
2021-08-31 21:00:00+05:00,52.0,30.41,24.71,0.72,1.99,110.53,0.09,0.0
2021-08-31 22:00:00+05:00,55.0,29.3,25.03,0.78,1.53,113.55,0.06,0.0
2021-08-31 23:00:00+05:00,39.0,28.97,25.02,0.79,1.81,116.89,0.08,0.0
2021-09-01 00:00:00+05:00,39.0,28.82,24.72,0.79,2.18,118.74,0.04,0.0
2021-09-01 01:00:00+05:00,34.0,28.03,24.46,0.81,2.25,119.36,0.03,0.0
2021-09-01 02:00:00+05:00,34.0,27.86,24.44,0.82,2.23,123.54,0.09,0.1
2021-09-01 03:00:00+05:00,34.0,26.92,24.35,0.86,2.21,118.88,0.18,0.07
2021-09-01 04:00:00+05:00,32.0,27.02,24.25,0.85,1.41,121.64,0.14,0.0
2021-09-01 05:00:00+05:00,33.0,27.31,24.41,0.84,0.9,100.15,0.12,0.0
2021-09-01 06:00:00+05:00,31.0,27.3,24.53,0.85,0.72,75.95,0.1,0.0
2021-09-01 07:00:00+05:00,27.0,28.29,24.47,0.8,0.6,107.86,0.1,0.0
2021-09-01 08:00:00+05:00,31.0,29.09,24.84,0.78,1.04,119.09,0.02,0.0
2021-09-01 09:00:00+05:00,41.0,30.09,24.82,0.73,1.33,117.06,0.05,0.06
2021-09-01 10:00:00+05:00,41.0,32.49,24.78,0.64,1.37,122.57,0.1,0.06
2021-09-01 11:00:00+05:00,37.0,33.74,24.85,0.6,1.27,127.39,0.08,0.03
2021-09-01 12:00:00+05:00,38.0,34.26,24.79,0.58,1.11,127.47,0.13,0.01
2021-09-01 13:00:00+05:00,38.0,34.86,25.07,0.57,1.05,122.99,0.22,0.02
2021-09-01 14:00:00+05:00,38.0,34.67,24.74,0.56,1.01,112.39,0.27,0.07
2021-09-01 15:00:00+05:00,38.0,34.29,23.86,0.55,1.04,82.38,0.48,0.44
2021-09-01 16:00:00+05:00,38.0,32.16,24.6,0.64,0.77,236.55,0.57,1.76
2021-09-01 17:00:00+05:00,38.0,32.28,24.48,0.64,0.3,305.98,0.4,0.12
2021-09-01 18:00:00+05:00,38.0,32.22,24.29,0.63,0.74,110.93,0.14,0.33
2021-09-01 19:00:00+05:00,38.0,30.76,25.08,0.72,0.75,132.23,0.03,0.0
2021-09-01 20:00:00+05:00,38.0,30.16,25.21,0.75,1.1,122.93,0.02,0.0
2021-09-01 21:00:00+05:00,38.0,29.84,25.1,0.76,1.84,119.8,0.08,0.0
2021-09-01 22:00:00+05:00,38.0,28.93,25.19,0.8,2.0,128.94,0.07,0.0
2021-09-01 23:00:00+05:00,38.0,28.53,25.15,0.82,1.91,141.91,0.08,0.0
2021-09-02 00:00:00+05:00,38.0,28.34,25.09,0.83,1.8,145.82,0.03,0.0
2021-09-02 01:00:00+05:00,38.0,27.57,24.99,0.86,1.63,149.86,0.05,0.0
2021-09-02 02:00:00+05:00,38.0,27.35,24.94,0.87,1.46,156.33,0.06,0.0
2021-09-02 03:00:00+05:00,38.0,27.26,25.07,0.88,1.15,165.24,0.04,0.0
2021-09-02 04:00:00+05:00,38.0,27.1,25.09,0.89,1.04,173.79,0.02,0.0
2021-09-02 05:00:00+05:00,38.0,27.37,25.45,0.89,0.95,169.03,0.03,0.0
2021-09-02 06:00:00+05:00,38.0,27.61,25.53,0.88,1.17,153.54,0.03,0.0
2021-09-02 07:00:00+05:00,38.0,28.8,25.47,0.82,1.25,158.03,0.03,0.0
2021-09-02 08:00:00+05:00,38.0,29.41,25.53,0.8,1.03,162.16,0.03,0.0
2021-09-02 09:00:00+05:00,38.0,30.21,25.34,0.75,0.59,118.97,0.1,0.07
2021-09-02 10:00:00+05:00,38.0,33.22,25.25,0.63,0.66,83.61,0.23,0.06
2021-09-02 11:00:00+05:00,38.0,34.14,25.12,0.59,0.89,96.87,0.3,0.03
2021-09-02 12:00:00+05:00,38.0,34.64,25.01,0.57,0.95,110.35,0.41,0.04
2021-09-02 13:00:00+05:00,38.0,35.79,24.63,0.53,1.11,117.5,0.5,0.02
2021-09-02 14:00:00+05:00,38.0,35.88,24.59,0.52,1.21,112.32,0.57,0.01
2021-09-02 15:00:00+05:00,38.0,35.05,25.63,0.58,0.8,71.04,0.33,0.12
2021-09-02 16:00:00+05:00,38.0,35.01,25.68,0.59,1.02,85.51,0.36,0.01
2021-09-02 17:00:00+05:00,38.0,33.8,25.88,0.63,1.37,107.4,0.57,0.51
2021-09-02 18:00:00+05:00,38.0,33.52,25.02,0.61,1.46,139.97,0.5,0.11
2021-09-02 19:00:00+05:00,38.0,32.56,26.27,0.7,1.48,154.14,0.35,0.01
2021-09-02 20:00:00+05:00,38.0,31.91,26.37,0.73,1.47,149.84,0.28,0.0
2021-09-02 21:00:00+05:00,38.0,31.53,26.42,0.74,1.66,146.87,0.31,0.0
2021-09-02 22:00:00+05:00,38.0,30.42,26.43,0.79,1.95,146.92,0.38,0.0
2021-09-02 23:00:00+05:00,38.0,30.35,26.4,0.79,2.13,145.76,0.53,0.0
2021-09-03 00:00:00+05:00,38.0,29.91,26.34,0.81,2.23,147.15,0.79,0.0
2021-09-03 01:00:00+05:00,38.0,29.06,26.11,0.84,2.04,150.04,0.95,0.0
2021-09-03 02:00:00+05:00,38.0,28.86,26.13,0.85,1.92,150.23,0.88,0.0
2021-09-03 03:00:00+05:00,38.0,28.47,25.25,0.83,1.66,157.09,0.84,0.0
2021-09-03 04:00:00+05:00,38.0,28.4,25.17,0.83,0.85,107.69,0.73,0.0
2021-09-03 05:00:00+05:00,38.0,28.34,25.19,0.83,1.95,41.35,0.86,0.0
2021-09-03 06:00:00+05:00,38.0,28.37,25.17,0.83,1.2,37.42,0.7,0.1
2021-09-03 07:00:00+05:00,38.0,28.69,24.96,0.8,0.57,27.43,0.62,0.31
2021-09-03 08:00:00+05:00,38.0,28.36,24.89,0.82,0.82,57.23,0.6,0.49
2021-09-03 09:00:00+05:00,38.0,29.58,24.87,0.76,1.13,77.97,0.79,0.06
2021-09-03 10:00:00+05:00,38.0,30.8,24.46,0.69,1.74,99.6,0.94,0.01
2021-09-03 11:00:00+05:00,38.0,31.11,23.93,0.66,2.23,111.14,0.95,0.01
2021-09-03 12:00:00+05:00,38.0,31.01,23.98,0.66,2.98,119.02,0.81,0.12
2021-09-03 13:00:00+05:00,38.0,30.58,23.91,0.68,3.31,125.15,0.62,0.24
2021-09-03 14:00:00+05:00,38.0,30.09,23.39,0.67,2.88,112.47,0.73,0.17
2021-09-03 15:00:00+05:00,38.0,29.93,23.47,0.68,3.47,113.45,0.77,0.1
2021-09-03 16:00:00+05:00,38.0,29.92,23.8,0.7,3.14,114.16,0.57,0.07
2021-09-03 17:00:00+05:00,38.0,30.48,23.6,0.67,2.7,99.79,0.52,0.0
2021-09-03 18:00:00+05:00,38.0,29.97,23.35,0.68,2.42,103.18,0.45,0.0
2021-09-03 19:00:00+05:00,38.0,28.56,23.72,0.75,1.89,96.0,0.61,0.0
2021-09-03 20:00:00+05:00,38.0,27.76,23.53,0.78,1.84,94.02,0.77,0.0
2021-09-03 21:00:00+05:00,38.0,27.48,23.65,0.8,1.82,97.03,0.91,0.0
2021-09-03 22:00:00+05:00,38.0,26.76,23.74,0.84,1.51,100.98,0.98,0.0
2021-09-03 23:00:00+05:00,38.0,26.51,23.66,0.84,1.27,91.66,0.96,0.0
2021-09-04 00:00:00+05:00,38.0,26.61,23.63,0.84,1.1,86.75,0.87,0.0
2021-09-04 01:00:00+05:00,38.0,26.13,23.39,0.85,1.07,83.17,0.68,0.0
2021-09-04 02:00:00+05:00,38.0,26.01,23.44,0.86,0.95,72.31,0.27,0.0
2021-09-04 03:00:00+05:00,38.0,25.59,23.14,0.86,0.9,83.89,0.09,0.0
2021-09-04 04:00:00+05:00,38.0,25.73,23.28,0.86,0.88,109.31,0.2,0.0
2021-09-04 05:00:00+05:00,38.0,26.04,23.66,0.87,0.42,78.86,0.17,0.0
2021-09-04 06:00:00+05:00,38.0,26.21,23.81,0.87,0.28,113.28,0.15,0.0
2021-09-04 07:00:00+05:00,38.0,27.61,23.67,0.79,0.2,168.37,0.1,0.0
2021-09-04 08:00:00+05:00,38.0,28.47,23.77,0.76,0.25,322.4,0.03,0.0
2021-09-04 09:00:00+05:00,38.0,29.23,23.96,0.73,0.74,22.15,0.01,0.01
2021-09-04 10:00:00+05:00,38.0,31.91,24.14,0.64,1.2,52.28,0.01,0.01
2021-09-04 11:00:00+05:00,38.0,32.71,23.78,0.59,1.73,75.47,0.04,0.02
2021-09-04 12:00:00+05:00,38.0,33.3,23.57,0.57,2.07,91.36,0.02,0.01
2021-09-04 13:00:00+05:00,38.0,34.72,23.89,0.53,2.27,101.2,0.05,0.0
2021-09-04 14:00:00+05:00,38.0,34.92,23.76,0.52,2.35,105.83,0.1,0.0
2021-09-04 15:00:00+05:00,38.0,35.06,23.11,0.5,2.1,106.97,0.13,0.0
2021-09-04 16:00:00+05:00,38.0,35.0,23.74,0.52,1.83,116.38,0.13,0.0
2021-09-04 17:00:00+05:00,38.0,34.48,23.62,0.53,1.51,115.62,0.09,0.0
2021-09-04 18:00:00+05:00,38.0,34.06,22.76,0.52,1.73,109.78,0.1,0.0
2021-09-04 19:00:00+05:00,38.0,32.11,24.36,0.64,1.83,121.41,0.05,0.0
2021-09-04 20:00:00+05:00,38.0,31.34,24.69,0.68,2.22,137.71,0.06,0.0
2021-09-04 21:00:00+05:00,38.0,31.04,25.09,0.71,2.2,153.13,0.02,0.0
2021-09-04 22:00:00+05:00,38.0,29.93,25.26,0.76,2.17,164.25,0.0,0.0
2021-09-04 23:00:00+05:00,38.0,29.55,25.37,0.78,2.29,170.91,0.0,0.0
2021-09-05 00:00:00+05:00,38.0,29.43,25.39,0.79,2.4,174.5,0.0,0.0
2021-09-05 01:00:00+05:00,38.0,28.76,25.48,0.82,2.37,175.09,0.0,0.0
2021-09-05 02:00:00+05:00,38.0,28.62,25.5,0.83,2.28,172.46,0.0,0.0
2021-09-05 03:00:00+05:00,38.0,27.82,24.95,0.84,1.93,178.27,0.02,0.0
2021-09-05 04:00:00+05:00,38.0,27.57,24.88,0.85,1.83,176.88,0.03,0.0
2021-09-05 05:00:00+05:00,38.0,27.62,25.18,0.87,1.57,160.59,0.06,0.0
2021-09-05 06:00:00+05:00,38.0,27.62,25.2,0.87,1.69,140.86,0.12,0.0
2021-09-05 07:00:00+05:00,38.0,28.9,25.57,0.82,1.65,131.5,0.12,0.0
2021-09-05 08:00:00+05:00,38.0,29.6,25.48,0.79,1.48,132.59,0.11,0.0
2021-09-05 09:00:00+05:00,38.0,30.53,25.49,0.74,1.66,127.09,0.05,0.01
2021-09-05 10:00:00+05:00,38.0,33.43,24.74,0.6,2.08,114.93,0.07,0.09
2021-09-05 11:00:00+05:00,38.0,34.24,24.58,0.57,2.33,105.82,0.16,0.04
2021-09-05 12:00:00+05:00,38.0,34.64,24.45,0.56,2.24,99.38,0.18,0.01
2021-09-05 13:00:00+05:00,38.0,36.35,24.03,0.49,2.02,91.55,0.18,0.01
2021-09-05 14:00:00+05:00,38.0,36.45,23.75,0.48,1.87,80.96,0.13,0.01
2021-09-05 15:00:00+05:00,38.0,36.47,25.05,0.52,2.45,69.96,0.59,0.0
2021-09-05 16:00:00+05:00,38.0,36.21,25.27,0.53,2.52,67.75,0.48,0.1
2021-09-05 17:00:00+05:00,38.0,35.33,25.28,0.56,1.58,62.2,0.33,0.24
2021-09-05 18:00:00+05:00,38.0,34.69,24.91,0.57,0.76,58.87,0.31,0.01
2021-09-05 19:00:00+05:00,38.0,33.29,25.69,0.64,0.27,84.23,0.18,0.0
2021-09-05 20:00:00+05:00,38.0,32.41,25.58,0.67,0.58,170.79,0.16,0.0
2021-09-05 21:00:00+05:00,38.0,32.11,25.77,0.69,0.94,174.71,0.06,0.0
2021-09-05 22:00:00+05:00,38.0,30.99,25.85,0.74,1.09,174.1,0.07,0.0
2021-09-05 23:00:00+05:00,38.0,31.08,25.65,0.73,1.68,170.89,0.03,0.0
2021-09-06 00:00:00+05:00,38.0,30.84,25.62,0.74,2.08,169.31,0.02,0.0
2021-09-06 01:00:00+05:00,38.0,30.13,25.53,0.76,2.16,169.83,0.02,0.0
2021-09-06 02:00:00+05:00,38.0,29.89,25.4,0.77,1.94,166.71,0.03,0.0
2021-09-06 03:00:00+05:00,38.0,29.38,25.18,0.78,1.32,167.05,0.03,0.0
2021-09-06 04:00:00+05:00,38.0,29.26,25.31,0.79,1.3,148.16,0.04,0.0
2021-09-06 05:00:00+05:00,38.0,29.35,25.46,0.8,1.56,112.53,0.21,0.0
2021-09-06 06:00:00+05:00,38.0,29.46,25.78,0.81,2.27,67.4,0.46,0.01
2021-09-06 07:00:00+05:00,38.0,29.93,25.79,0.79,2.32,56.85,0.53,0.12
2021-09-06 08:00:00+05:00,38.0,30.11,25.6,0.77,1.46,76.79,0.38,0.01
2021-09-06 09:00:00+05:00,38.0,31.27,25.54,0.72,1.32,101.71,0.24,0.0
2021-09-06 10:00:00+05:00,38.0,34.29,25.3,0.6,1.59,105.28,0.2,0.02
2021-09-06 11:00:00+05:00,38.0,35.25,24.94,0.55,1.88,100.81,0.14,0.04
2021-09-06 12:00:00+05:00,38.0,35.83,25.21,0.54,2.0,93.73,0.21,0.02
2021-09-06 13:00:00+05:00,38.0,36.86,24.91,0.51,2.01,90.65,0.28,0.03
2021-09-06 14:00:00+05:00,38.0,36.7,24.9,0.51,2.03,94.33,0.32,0.03
2021-09-06 15:00:00+05:00,38.0,36.6,25.8,0.54,1.41,77.76,0.37,0.01
2021-09-06 16:00:00+05:00,38.0,36.63,25.74,0.54,0.66,76.73,0.24,0.01
2021-09-06 17:00:00+05:00,38.0,36.09,25.58,0.55,0.87,27.85,0.12,0.0
2021-09-06 18:00:00+05:00,38.0,35.61,25.32,0.55,1.01,32.79,0.13,0.02
2021-09-06 19:00:00+05:00,38.0,34.31,26.36,0.63,1.14,51.96,0.1,0.0
2021-09-06 20:00:00+05:00,38.0,33.54,26.46,0.67,1.33,85.08,0.08,0.0
2021-09-06 21:00:00+05:00,38.0,33.08,26.6,0.69,1.61,110.56,0.06,0.0
2021-09-06 22:00:00+05:00,38.0,32.19,26.7,0.73,2.02,134.95,0.02,0.0
2021-09-06 23:00:00+05:00,38.0,31.93,26.7,0.74,2.55,147.27,0.01,0.0
2021-09-07 00:00:00+05:00,38.0,31.63,26.5,0.74,2.73,152.53,0.01,0.0
2021-09-07 01:00:00+05:00,38.0,30.96,26.19,0.76,2.66,153.02,0.01,0.0
2021-09-07 02:00:00+05:00,38.0,30.69,26.28,0.77,2.4,149.77,0.03,0.0
2021-09-07 03:00:00+05:00,38.0,29.89,25.69,0.78,1.86,158.86,0.04,0.02
2021-09-07 04:00:00+05:00,38.0,29.69,25.91,0.8,1.44,141.33,0.16,0.02
2021-09-07 05:00:00+05:00,38.0,29.83,26.09,0.8,1.19,106.93,0.28,0.07
2021-09-07 06:00:00+05:00,38.0,29.6,26.33,0.83,1.23,81.32,0.35,0.17
2021-09-07 07:00:00+05:00,38.0,30.2,26.61,0.81,1.77,66.11,0.46,0.14
2021-09-07 08:00:00+05:00,38.0,30.38,26.58,0.8,2.26,69.91,0.47,0.01
2021-09-07 09:00:00+05:00,38.0,31.13,26.48,0.76,2.33,79.71,0.39,0.06
2021-09-07 10:00:00+05:00,38.0,33.74,26.68,0.67,2.49,83.53,0.36,0.1
2021-09-07 11:00:00+05:00,38.0,34.35,26.47,0.64,2.62,89.48,0.16,0.04
2021-09-07 12:00:00+05:00,38.0,34.33,26.59,0.64,2.74,92.47,0.36,0.12
2021-09-07 13:00:00+05:00,38.0,34.88,26.13,0.61,2.78,92.82,0.35,0.44
2021-09-07 14:00:00+05:00,38.0,35.09,26.01,0.59,2.92,97.9,0.34,2.21
2021-09-07 15:00:00+05:00,38.0,32.05,26.07,0.71,4.06,127.23,0.46,0.62
2021-09-07 16:00:00+05:00,38.0,32.69,26.39,0.7,3.55,127.44,0.38,0.0
2021-09-07 17:00:00+05:00,38.0,33.64,26.68,0.67,3.07,119.12,0.4,0.0
2021-09-07 18:00:00+05:00,38.0,33.5,26.46,0.67,2.12,109.27,0.28,0.0
2021-09-07 19:00:00+05:00,38.0,32.27,26.41,0.71,2.08,90.72,0.26,0.0
2021-09-07 20:00:00+05:00,38.0,31.46,26.71,0.76,2.8,91.31,0.28,0.0
2021-09-07 21:00:00+05:00,38.0,31.03,26.83,0.78,3.25,107.56,0.21,0.0
2021-09-07 22:00:00+05:00,38.0,30.13,26.75,0.82,3.38,123.68,0.12,0.0
2021-09-07 23:00:00+05:00,38.0,29.73,26.8,0.84,3.33,130.15,0.16,0.0
2021-09-08 00:00:00+05:00,38.0,29.67,26.79,0.85,3.15,131.93,0.09,0.0
2021-09-08 01:00:00+05:00,38.0,28.88,26.5,0.87,2.98,120.61,0.21,0.0
2021-09-08 02:00:00+05:00,38.0,28.71,26.39,0.87,2.33,97.14,0.46,0.34
2021-09-08 03:00:00+05:00,38.0,27.53,25.92,0.91,2.79,71.68,0.47,1.46
2021-09-08 04:00:00+05:00,38.0,26.51,25.52,0.94,2.93,79.61,0.52,1.77
2021-09-08 05:00:00+05:00,38.0,26.31,25.44,0.95,2.96,65.03,0.74,1.3
2021-09-08 06:00:00+05:00,38.0,26.19,25.31,0.95,3.22,65.2,0.92,0.77
2021-09-08 07:00:00+05:00,38.0,26.58,25.18,0.92,3.39,77.33,0.79,0.6
2021-09-08 08:00:00+05:00,38.0,26.8,25.15,0.91,3.16,101.12,0.72,0.1
2021-09-08 09:00:00+05:00,38.0,28.13,25.21,0.84,3.53,121.42,0.68,0.03
2021-09-08 10:00:00+05:00,38.0,30.25,25.69,0.77,3.39,127.51,0.82,0.08
2021-09-08 11:00:00+05:00,38.0,31.1,25.66,0.73,3.4,129.68,0.87,0.19
2021-09-08 12:00:00+05:00,38.0,30.73,25.71,0.75,3.51,127.4,0.95,0.12
2021-09-08 13:00:00+05:00,38.0,31.77,25.7,0.7,3.58,112.05,0.98,0.62
2021-09-08 14:00:00+05:00,38.0,31.39,25.69,0.72,3.75,95.72,0.99,3.57
2021-09-08 15:00:00+05:00,38.0,29.12,25.81,0.82,3.2,75.71,1.0,0.59
2021-09-08 16:00:00+05:00,38.0,30.19,26.01,0.78,2.91,85.59,0.97,0.02
2021-09-08 17:00:00+05:00,38.0,30.36,25.77,0.77,3.52,90.42,0.99,0.04
2021-09-08 18:00:00+05:00,38.0,30.0,25.47,0.77,2.54,92.04,0.96,0.0
2021-09-08 19:00:00+05:00,38.0,29.2,25.36,0.8,1.72,72.98,0.99,0.0
2021-09-08 20:00:00+05:00,38.0,28.44,25.51,0.84,2.02,49.28,0.97,0.0
2021-09-08 21:00:00+05:00,38.0,28.33,25.5,0.85,2.25,59.21,0.98,0.0
2021-09-08 22:00:00+05:00,38.0,27.79,25.34,0.87,2.05,81.13,1.0,0.0
2021-09-08 23:00:00+05:00,38.0,27.77,25.42,0.87,2.15,99.8,0.98,0.0
2021-09-09 00:00:00+05:00,38.0,27.69,25.23,0.86,2.19,105.33,0.99,0.0
2021-09-09 01:00:00+05:00,38.0,27.46,25.08,0.87,2.33,101.9,1.0,0.0
2021-09-09 02:00:00+05:00,38.0,27.42,25.01,0.87,2.58,96.08,1.0,0.0
2021-09-09 03:00:00+05:00,38.0,27.25,24.71,0.86,2.0,82.83,0.98,0.0
2021-09-09 04:00:00+05:00,38.0,27.28,24.68,0.86,3.02,72.24,0.96,0.0
